This list contains all games supported by FB Alpha.

1270 games supported in total; X = excluded from build; D = included in debug build only; NW = not working

  name		  status  full name						  parent	  year	  company	  hardware	  remarks
+---------------+-------+-------------------------------------------------------+---------------+-------+---------------+---------------+---------------------------------------+
| armwarr1	|  	| Armored Warriors (941011 Europe)			| armwar	| 1994	| Capcom	| CPS2		| 					|
| armwara	|  	| Armored Warriors (941024 Asia)			| armwar	| 1994	| Capcom	| CPS2		| 					|
| armwar	|  	| Armored Warriors (941024 Europe)			| 		| 1994	| Capcom	| CPS2		| 					|
| armwaru	|  	| Armored Warriors (941024 USA)				| armwar	| 1994	| Capcom	| CPS2		| 					|
| aof		|  	| Art of Fighting / Ryuuko no Ken (NGM-044)(NGH-044)	| 		| 1992	| SNK		| Neo Geo MVS	| 					|
| aof2a		|  	| Art of Fighting 2 / Ryuuko no Ken 2 (NGH-056)		| aof2		| 1994	| SNK		| Neo Geo MVS	| 					|
| aof2		|  	| Art of Fighting 2 / Ryuuko no Ken 2 (NGM-056)		| 		| 1994	| SNK		| Neo Geo MVS	| 					|
| aof3k		|  	| Art of Fighting 3 - The Path of the Warrior (Korean re| aof3		| 1996	| SNK		| Neo Geo MVS	| 					|
| aof3		|  	| Art of Fighting 3 - The Path of the Warrior / Art of F| 		| 1996	| SNK		| Neo Geo MVS	| 					|
| bakatono	|  	| Bakatonosama Mahjong Manyuuki (MOM-002)(MOH-002)	| 		| 1991	| Monolith Corp.| Neo Geo MVS	| 					|
| b2b		|  	| Bang Bang Busters (2010 NCI release)			| 		| 2000	| Visco		| Neo Geo MVS	| 					|
| bangbedp	|  	| Bang Bead (Prototype?)				| bangbead	| 2000	| Visco		| Neo Geo MVS	| 					|
| bangbead	|  	| Bang Bead						| 		| 2000	| Visco		| Neo Geo MVS	| 					|
| bstars2	|  	| Baseball Stars 2					| 		| 1992	| SNK		| Neo Geo MVS	| 					|
| bstarsh	|  	| Baseball Stars Professional (NGH-002)			| bstars	| 1990	| SNK		| Neo Geo MVS	| 					|
| bstars	|  	| Baseball Stars Professional (NGM-002)			| 		| 1990	| SNK		| Neo Geo MVS	| 					|
| batcira	|  	| Battle Circuit (970319 Asia)				| batcir	| 1997	| Capcom	| CPS2		| 					|
| batcird	|  	| Battle Circuit (970319 Euro Phoenix Edition)		| batcir	| 1997	| bootleg	| CPS2		| 					|
| batcir	|  	| Battle Circuit (970319 Euro)				| 		| 1997	| Capcom	| CPS2		| 					|
| batcirj	|  	| Battle Circuit (970319 Japan)				| batcir	| 1997	| Capcom	| CPS2		| 					|
| flipshot	|  	| Battle Flip Shot					| 		| 1998	| Visco		| Neo Geo MVS	| 					|
| ddp2100c	|  	| Bee Storm - DoDonPachi II (V100, China)		| ddp2		| 2001	| IGS		| PolyGameMaster| 					|
| ddp2100hk	|  	| Bee Storm - DoDonPachi II (V100, Hong Kong)		| ddp2		| 2001	| IGS		| PolyGameMaster| 					|
| ddp2100j	|  	| Bee Storm - DoDonPachi II (V100, Japan)		| ddp2		| 2001	| IGS		| PolyGameMaster| 					|
| ddp2100k	|  	| Bee Storm - DoDonPachi II (V100, Korea)		| ddp2		| 2001	| IGS		| PolyGameMaster| 					|
| ddp2100t	|  	| Bee Storm - DoDonPachi II (V100, Taiwan)		| ddp2		| 2001	| IGS		| PolyGameMaster| 					|
| ddp2100	|  	| Bee Storm - DoDonPachi II (V100, World)		| ddp2		| 2001	| IGS		| PolyGameMaster| 					|
| ddp2101c	|  	| Bee Storm - DoDonPachi II (V101, China)		| ddp2		| 2001	| IGS		| PolyGameMaster| 					|
| ddp2101hk	|  	| Bee Storm - DoDonPachi II (V101, Hong Kong)		| ddp2		| 2001	| IGS		| PolyGameMaster| 					|
| ddp2101j	|  	| Bee Storm - DoDonPachi II (V101, Japan)		| ddp2		| 2001	| IGS		| PolyGameMaster| 					|
| ddp2101k	|  	| Bee Storm - DoDonPachi II (V101, Korea)		| ddp2		| 2001	| IGS		| PolyGameMaster| 					|
| ddp2101t	|  	| Bee Storm - DoDonPachi II (V101, Taiwan)		| ddp2		| 2001	| IGS		| PolyGameMaster| 					|
| ddp2101	|  	| Bee Storm - DoDonPachi II (V101, World)		| ddp2		| 2001	| IGS		| PolyGameMaster| 					|
| ddp2c		|  	| Bee Storm - DoDonPachi II (V102, China)		| ddp2		| 2001	| IGS		| PolyGameMaster| 					|
| ddp2hk	|  	| Bee Storm - DoDonPachi II (V102, Hong Kong)		| ddp2		| 2001	| IGS		| PolyGameMaster| 					|
| ddp2j		|  	| Bee Storm - DoDonPachi II (V102, Japan)		| ddp2		| 2001	| IGS		| PolyGameMaster| 					|
| ddp2k		|  	| Bee Storm - DoDonPachi II (V102, Korea)		| ddp2		| 2001	| IGS		| PolyGameMaster| 					|
| ddp2t		|  	| Bee Storm - DoDonPachi II (V102, Taiwan)		| ddp2		| 2001	| IGS		| PolyGameMaster| 					|
| ddp2		|  	| Bee Storm - DoDonPachi II (V102, World)		| 		| 2001	| IGS		| PolyGameMaster| 					|
| punisherbz	|  	| Biaofeng Zhanjing (Chinese bootleg)			| punisher	| 2002	| bootleg	| CPS1		| 					|
| bmaster	|  	| Blade Master (World)					| 		| 1991	| Irem		| Irem M92	| 					|
| blazstar	|  	| Blazing Star						| 		| 1998	| Yumekobo	| Neo Geo MVS	| 					|
| bjourneyh	|  	| Blue's Journey / Raguy (ALH-001)			| bjourney	| 1990	| Alpha Denshi C| Neo Geo MVS	| 					|
| bjourney	|  	| Blue's Journey / Raguy (ALM-001)(ALH-001)		| 		| 1990	| Alpha Denshi C| Neo Geo MVS	| 					|
| breakrev	|  	| Breakers Revenge					| 		| 1998	| Visco		| Neo Geo MVS	| 					|
| breakers	|  	| Breakers						| 		| 1996	| Visco		| Neo Geo MVS	| 					|
| burningfh	|  	| Burning Fight (NGH-018)(US)				| burningf	| 1991	| SNK		| Neo Geo AES	| 					|
| burningf	|  	| Burning Fight (NGM-018)(NGH-018)			| 		| 1991	| SNK		| Neo Geo MVS	| 					|
| burningfp	|  	| Burning Fight (prototype, older)			| burningf	| 1991	| SNK		| Neo Geo MVS	| 					|
| burningfpa	|  	| Burning Fight (prototype, ver 23.3, 910326)		| burningf	| 1991	| SNK		| Neo Geo MVS	| 					|
| dino		|  	| Cadillacs & Dinosaurs (930201 etc)			| 		| 1993	| Capcom	| CPS1 / QSound	| 					|
| dinou		|  	| Cadillacs & Dinosaurs (930201 USA)			| dino		| 1993	| Capcom	| CPS1 / QSound	| 					|
| dinoa		|  	| Cadillacs & Dinosaurs (930223 Asia TW)		| dino		| 1993	| Capcom	| CPS1 / QSound	| 					|
| dinopic	|  	| Cadillacs and Dinosaurs (bootleg set 1 (with PIC16c57)| dino		| 1993	| Capcom	| CPS1		| No sound				|
| dinopic2	|  	| Cadillacs and Dinosaurs (bootleg set 2 (with PIC16c57)| dino		| 1993	| Capcom	| CPS1		| No sound				|
| dinopic3	|  	| Cadillacs and Dinosaurs (bootleg set 3 (with PIC16c57)| dino		| 1993	| Capcom	| CPS1		| No sound				|
| dinoh		|  	| Cadillacs and Dinosaurs (bootleg set 3, 930223 Asia TW| dino		| 1993	| bootleg	| CPS1 / QSound	| 					|
| dinopic4	|  	| Cadillacs and Dinosaurs (bootleg set 4 (with PIC16c57)| dino		| 1993	| Capcom	| CPS1		| 					|
| dinohc	|  	| Cadillacs and Dinosaurs (Chinese bootleg, 930223 Asia | dino		| 1993	| bootleg	| CPS1		| 					|
| dinoeh	|  	| Cadillacs and Dinosaurs (hack, 930201 etc)		| dino		| 1993	| Capcom	| CPS1 / QSound	| 					|
| dinot		|  	| Cadillacs and Dinosaurs Turbo (bootleg set 1, 930223 A| dino		| 1993	| bootleg	| CPS1 / QSound	| 					|
| dinotpic	|  	| Cadillacs and Dinosaurs Turbo (bootleg set 2 (with PIC| dino		| 1993	| bootleg	| CPS1		| No sound				|
| dinoj		|  	| Cadillacs Kyouryuu-Shinseiki (Cadillacs 930201 Japan)	| dino		| 1993	| Capcom	| CPS1 / QSound	| 					|
| cscluba	|  	| Capcom Sports Club (970722 Asia)			| csclub	| 1997	| Capcom	| CPS2		| 					|
| csclub1d	|  	| Capcom Sports Club (970722 Euro Phoenix Edition)	| csclub	| 1997	| bootleg	| CPS2		| 					|
| csclub1	|  	| Capcom Sports Club (970722 Euro)			| csclub	| 1997	| Capcom	| CPS2		| 					|
| csclubh	|  	| Capcom Sports Club (970722 Hispanic)			| csclub	| 1997	| Capcom	| CPS2		| 					|
| csclubj	|  	| Capcom Sports Club (970722 Japan)			| csclub	| 1997	| Capcom	| CPS2		| 					|
| csclubjy	|  	| Capcom Sports Club (970722 Japan, yellow case)	| csclub	| 1997	| Capcom	| CPS2		| 					|
| csclub	|  	| Capcom Sports Club (971017 Euro)			| 		| 1997	| Capcom	| CPS2		| 					|
| captcommjr1	|  	| Captain Commando (910928 Japan)			| captcomm	| 1991	| Capcom	| CPS1		| 					|
| captcommu	|  	| Captain Commando (910928 USA)				| captcomm	| 1991	| Capcom	| CPS1		| 					|
| captcommr1	|  	| Captain Commando (911014 other country)		| captcomm	| 1991	| Capcom	| CPS1		| 					|
| captcommj	|  	| Captain Commando (911202 Japan)			| captcomm	| 1991	| Capcom	| CPS1		| 					|
| captcomm	|  	| Captain Commando (911202 other country)		| 		| 1991	| Capcom	| CPS1		| 					|
| captcommb	|  	| Captain Commando (bootleg set 1, 911014 other country)| captcomm	| 1991	| bootleg	| CPS1		| 					|
| captcommb2	|  	| Captain Commando (bootleg set 2 (with YM2151 + 2xMSM52| captcomm	| 1991	| bootleg	| CPS1		| 					|
| ctomaday	|  	| Captain Tomaday					| 		| 1999	| Visco		| Neo Geo MVS	| 					|
| cawingbl	|  	| Carrier Air Wing (bootleg set 1 (with 2xYM2203 + 2xMSM| cawing	| 1990	| bootleg	| CPS1		| 					|
| cawingb2	|  	| Carrier Air Wing (bootleg set 2 (with 2xYM2203 + 2xMSM| cawing	| 1990	| bootleg	| CPS1		| 					|
| cawingr1	|  	| Carrier Air Wing (U.S. navy 901009 etc)		| cawing	| 1990	| Capcom	| CPS1		| 					|
| cawing	|  	| Carrier Air Wing (U.S. navy 901012 etc)		| 		| 1990	| Capcom	| CPS1		| 					|
| cawingur1	|  	| Carrier Air Wing (U.S. navy 901012 USA)		| cawing	| 1990	| Capcom	| CPS1		| 					|
| cawingu	|  	| Carrier Air Wing (U.S. navy 901130 USA)		| cawing	| 1990	| Capcom	| CPS1		| 					|
| pgmdemo	|  	| Chaos (PGM Demo)					| 		| 2005	| Raster	| PolyGameMaster| Demo Game				|
| cps1demo	|  	| Chaos Demo (CPS-1)					| 		| 2000	| Chaos		| CPS1		| 					|
| neodemo	|  	| Chaos Demo (Neo Geo)					| 		| 2002	| Chaos		| Neo Geo MVS	| 					|
| marukodq	|  	| Chibi Marukochan Deluxe Quiz				| 		| 1995	| Takara	| Neo Geo MVS	| 					|
| chikij	|  	| Chiki Chiki Boys (900619 Japan)			| mtwins	| 1990	| Capcom	| CPS1		| 					|
| cndi		|  	| Chip n Dale (Intro demo)				| 		| 2009	| Sergi		| Neo Geo MVS	| You must use the Universe BIOS and set|
| choko		|  	| Choko (010820 Japan)					| 		| 2001	| Mitchell	| CPS2		| 					|
| ironclad	|  	| Choutetsu Brikin'ger - Iron clad (Prototype)		| 		| 1996	| Saurus	| Neo Geo MVS	| 					|
| ironclado	|  	| Choutetsu Brikin'ger - Iron clad (Prototype, older)	| ironclad	| 1996	| Saurus	| Neo Geo MVS	| 					|
| drgw3100	| D NW	| Chuugokuryuu 3 Special (ver. 100, Japan)		| drgw3		| 1998	| IGS (Alta Co.,| PolyGameMaster| 					|
| drgw3103	| D NW	| Chuugokuryuu 3 Special (ver. 103, japan)		| drgw3		| 1998	| IGS (Alta Co.,| PolyGameMaster| 					|
| drgw2j	|  	| Chuugokuryuu II (V100J, Japan)			| drgw2		| 1997	| IGS		| PolyGameMaster| 					|
| cnbe		|  	| Codename - Blut Engel (2006-01-19)			| 		| 2006	| blastar@gmx.ne| Neo Geo MVS	| 					|
| columnsn	|  	| Columns (Neo Geo)					| 		| ????	| homebrew	| Neo Geo MVS	| 					|
| crossbld	|  	| Cross Blades! (Japan)					| bmaster	| 1991	| Irem		| Irem M92	| 					|
| crsword	|  	| Crossed Swords (ALM-002)(ALH-002)			| 		| 1991	| Alpha Denshi C| Neo Geo MVS	| 					|
| crswd2bl	|  	| Crossed Swords 2 (bootleg CD to cartridge conversion)	| 		| 1991	| bootleg (Razoo| Neo Geo MVS	| 					|
| cphd		|  	| Crouching Poney Hidden Dragon (DEMO)			| 		| 2013	| Le Cortex	| Neo Geo	| 					|
| cthd2003	|  	| Crouching Tiger Hidden Dragon 2003 (set 1)		| kof2001	| 2003	| Phenixsoft	| Neo Geo MVS	| Hack of \"The King of Fighters 2001\"	|
| cthd2k3a	|  	| Crouching Tiger Hidden Dragon 2003 (set 2)		| kof2001	| 2003	| bootleg	| Neo Geo MVS	| 					|
| ct2k3sp	|  	| Crouching Tiger Hidden Dragon 2003 Super Plus		| kof2001	| 2003	| bootleg	| Neo Geo MVS	| 					|
| ct2k3sa	|  	| Crouching Tiger Hidden Dragon 2003 Super Plus alternat| kof2001	| 2003	| bootleg	| Neo Geo MVS	| 					|
| cyberlip	|  	| Cyber-Lip (NGM-010)					| 		| 1990	| SNK		| Neo Geo MVS	| 					|
| cybotsj	|  	| Cyberbots - fullmetal madness (950420 Japan)		| cybots	| 1995	| Capcom	| CPS2		| 					|
| cybots	|  	| Cyberbots - fullmetal madness (950424 Euro)		| 		| 1995	| Capcom	| CPS2		| 					|
| cybotsud	|  	| Cyberbots - fullmetal madness (950424 USA Phoenix Edit| cybots	| 1995	| bootleg	| CPS2		| 					|
| cybotsu	|  	| Cyberbots - fullmetal madness (950424 USA)		| cybots	| 1995	| Capcom	| CPS2		| 					|
| cybotsjd	|  	| Cyberbots - fullmetal madness (Japan 950424) (decrypte| cybots	| 1995	| bootleg	| CPS2		| 					|
| daimakaib	|  	| Dai Makai-Mura (bootleg, Japan)			| ghouls	| 1988	| Capcom	| CPS1		| 					|
| daimakair	|  	| Dai Makai-Mura (Japan Resale Ver.)			| ghouls	| 1988	| Capcom	| CPS1		| 					|
| daimakai	|  	| Dai Makai-Mura (Japan)				| ghouls	| 1988	| Capcom	| CPS1		| 					|
| dstlka	|  	| Darkstalkers - the night warriors (940705 Asia)	| dstlk		| 1994	| Capcom	| CPS2		| 					|
| dstlk		|  	| Darkstalkers - the night warriors (940705 Euro)	| 		| 1994	| Capcom	| CPS2		| 					|
| dstlku1d	|  	| Darkstalkers - the night warriors (940705 USA Phoenix | dstlk		| 1994	| bootleg	| CPS2		| 					|
| dstlkur1	|  	| Darkstalkers - the night warriors (940705 USA)	| dstlk		| 1994	| Capcom	| CPS2		| 					|
| dstlkh	|  	| Darkstalkers - the night warriors (940818 Hispanic)	| dstlk		| 1994	| Capcom	| CPS2		| 					|
| dstlku	|  	| Darkstalkers - the night warriors (940818 USA)	| dstlk		| 1994	| Capcom	| CPS2		| 					|
| dwi		|  	| DarkWing Duck (Intro demo)				| 		| 2009	| Sergi		| Neo Geo MVS	| You must use the Universe BIOS and set|
| dwia		|  	| DarkWing Duck (Intro demo, alt)			| dwi		| 2009	| Sergi		| Neo Geo MVS	| You must use the Universe BIOS and set|
| deerhunte	|  	| Deer Hunting USA V1					| deerhunt	| 2000	| Sammy USA Corp| Newer Seta	| 					|
| deerhuntd	|  	| Deer Hunting USA V2					| deerhunt	| 2000	| Sammy USA Corp| Newer Seta	| 					|
| deerhuntc	|  	| Deer Hunting USA V3.0					| deerhunt	| 2000	| Sammy USA Corp| Newer Seta	| 					|
| deerhuntb	|  	| Deer Hunting USA V4.0					| deerhunt	| 2000	| Sammy USA Corp| Newer Seta	| 					|
| deerhunta	|  	| Deer Hunting USA V4.2					| deerhunt	| 2000	| Sammy USA Corp| Newer Seta	| 					|
| deerhunt	|  	| Deer Hunting USA V4.3					| 		| 2000	| Sammy USA Corp| Newer Seta	| 					|
| dmnfrnta	|  	| Demon Front (V102, China)				| dmnfrnt	| 2002	| IGS		| PolyGameMaster| 					|
| dmnfrntb	|  	| Demon Front (V103)					| dmnfrnt	| 2002	| IGS		| PolyGameMaster| 					|
| dmnfrnt	|  	| Demon Front (V105)					| 		| 2002	| IGS		| PolyGameMaster| 					|
| dmnfrntpcb	|  	| Demon Front (V107, Korea, Single PCB Version)		| dmnfrnt	| 2002	| IGS		| PolyGameMaster| Insert coin to get past ERROR		|
| diggerma	|  	| Digger Man						| 		| 2000	| Kyle Hodgetts	| Neo Geo MVS	| 					|
| dimahoo	|  	| Dimahoo (000121 Euro)					| 		| 2000	| 8ing / Raizing| CPS2		| 					|
| dimahoud	|  	| Dimahoo (000121 USA Phoenix Edition)			| dimahoo	| 2000	| bootleg	| CPS2		| 					|
| dimahoou	|  	| Dimahoo (000121 USA)					| dimahoo	| 2000	| 8ing / Raizing| CPS2		| 					|
| dinohunt	|  	| Dinosaur Hunter (Chinese bootleg, 930223 Asia TW)	| dino		| 1993	| bootleg	| CPS1		| 					|
| ddpdojb	|  	| DoDonPachi Dai-Ou-Jou (V100 (first version), Japan)	| ddp3		| 2002	| Cave (AMI lice| PolyGameMaster| 					|
| ddpdoja	|  	| DoDonPachi Dai-Ou-Jou (V100 (second version), Japan)	| ddp3		| 2002	| Cave (AMI lice| PolyGameMaster| 					|
| ddpdoj	|  	| DoDonPachi Dai-Ou-Jou (V101, Japan)			| ddp3		| 2002	| Cave (AMI lice| PolyGameMaster| 					|
| ddpdojblkbl	|  	| DoDonPachi Dai-Ou-Jou Black Label (2002.10.07 Black Ve| ddp3		| 2002	| bootleg	| PolyGameMaster| 					|
| ddpdojblka	|  	| DoDonPachi Dai-Ou-Jou Black Label (V100 (2002.10.07 Bl| ddp3		| 2002	| Cave (AMI lice| PolyGameMaster| 					|
| ddpdojblk	|  	| DoDonPachi Dai-Ou-Jou Black Label (V100, (2002.10.07.B| ddp3		| 2002	| Cave (AMI lice| PolyGameMaster| 					|
| ddp3		|  	| DoDonPachi III (World, 2002.05.15 Master Ver)		| 		| 2002	| Cave (AMI lice| PolyGameMaster| 					|
| doubledr	|  	| Double Dragon (Neo-Geo)				| 		| 1995	| Technos	| Neo Geo MVS	| 					|
| doubledrsp	| D	| Double Dragon (Special 2017, hack)			| doubledr	| 2017	| hack		| Neo Geo MVS	| 					|
| dw2001	|  	| Dragon World 2001 (V100, Japan)			| 		| 2001	| IGS (Alta Co.,| PolyGameMaster| Bad sound?				|
| drgw3		| D NW	| Dragon World 3 (V106, Korea)				| 		| 1998	| IGS		| PolyGameMaster| 					|
| drgw3105	| D NW	| Dragon World 3 (ver. 105)				| drgw3		| 1998	| IGS		| PolyGameMaster| 					|
| dwex		| D NW	| Dragon World 3 EX (ver. 100)				| 		| 1998	| IGS		| PolyGameMaster| 					|
| drgw2hk	|  	| Dragon World II (V100H, Hong Kong)			| drgw2		| 1997	| IGS		| PolyGameMaster| 					|
| dw2v100x	|  	| Dragon World II (V100X, World)			| drgw2		| 1997	| IGS		| PolyGameMaster| 					|
| drgw2		|  	| Dragon World II (V110X, World)			| 		| 1997	| IGS		| PolyGameMaster| 					|
| dwpc		|  	| Dragon World Pretty Chance (V101, Japan)		| 		| 2001	| IGS (Alta Co.,| PolyGameMaster| Bad sound?				|
| dragonsh	|  	| Dragon's Heaven (development board)			| 		| 1996	| Face		| Neo Geo MVS	| 					|
| dsoccr94j	|  	| Dream Soccer '94 (Japan)				| dsoccr94	| 1994	| Irem		| Irem M92	| 					|
| ducki		|  	| Duck Tales (Intro demo)				| 		| 2009	| Sergi		| Neo Geo MVS	| You must use the Universe BIOS and set|
| ddsomjr1	|  	| Dungeons & Dragons - shadow over mystara (960206 Japan| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddsomar1	|  	| Dungeons & Dragons - shadow over mystara (960208 Asia)| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddsomr3	|  	| Dungeons & Dragons - shadow over mystara (960208 Euro)| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddsomr2	|  	| Dungeons & Dragons - shadow over mystara (960209 Euro)| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddsomur1	|  	| Dungeons & Dragons - shadow over mystara (960209 USA)	| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddsomb	|  	| Dungeons & Dragons - shadow over mystara (960223 Brazi| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddsomr1	|  	| Dungeons & Dragons - shadow over mystara (960223 Euro)| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddsomh	|  	| Dungeons & Dragons - shadow over mystara (960223 Hispa| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddsomjr2	|  	| Dungeons & Dragons - shadow over mystara (960223 Japan| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddsoma	|  	| Dungeons & Dragons - shadow over mystara (960619 Asia)| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddsom		|  	| Dungeons & Dragons - shadow over mystara (960619 Euro)| 		| 1996	| Capcom	| CPS2		| 					|
| ddsomj	|  	| Dungeons & Dragons - shadow over mystara (960619 Japan| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddsomud	|  	| Dungeons & Dragons - shadow over mystara (960619 USA P| ddsom		| 1996	| bootleg	| CPS2		| 					|
| ddsomu	|  	| Dungeons & Dragons - shadow over mystara (960619 USA)	| ddsom		| 1996	| Capcom	| CPS2		| 					|
| ddtodar1	|  	| Dungeons & Dragons - tower of doom (940113 Asia)	| ddtod		| 1994	| Capcom	| CPS2		| 					|
| ddtodr1	|  	| Dungeons & Dragons - tower of doom (940113 Euro)	| ddtod		| 1994	| Capcom	| CPS2		| 					|
| ddtodhr2	|  	| Dungeons & Dragons - tower of doom (940113 Hispanic)	| ddtod		| 1994	| Capcom	| CPS2		| 					|
| ddtodjr2	|  	| Dungeons & Dragons - tower of doom (940113 Japan)	| ddtod		| 1994	| Capcom	| CPS2		| 					|
| ddtodur1	|  	| Dungeons & Dragons - tower of doom (940113 USA)	| ddtod		| 1994	| Capcom	| CPS2		| 					|
| ddtodhr1	|  	| Dungeons & Dragons - tower of doom (940125 Hispanic)	| ddtod		| 1994	| Capcom	| CPS2		| 					|
